persona_id,age,employment_type,city_tier,total_income,monthly_expenses,expense_to_income_ratio,monthly_cashflow,savings_rate,current_savings,has_emergency_fund,emergency_fund_months,has_kpr,has_vehicle_credit,pinjol_active,total_debt,debt_to_income_ratio,credit_card_utilization,paylater_usage_history,financial_literacy_score,impulse_spending_tendency,item_price,available_cash,paylater_interest_rate,paylater_tenor_months,paylater_monthly_burden,item_to_income_ratio,slik_ojk_status,label_whatif
9,25,permanent,tier_3,4927000.0,3726000.0,0.7562,1201000.0,0.2438,10142000.0,0,2.7,0,0,0,0.0,0.0,0.0,never,58.0,medium,1320000.0,4816000.0,0.04,6,273000.0,0.2679,Kol-1,just_buy
4,27,permanent,tier_2,7636000.0,5577000.0,0.7304,2059000.0,0.2696,10794000.0,0,1.9,0,1,0,20657613.38244123,2.7053,0.5313,never,28.0,low,2037000.0,4549000.0,0.021,3,722000.0,0.2668,Kol-1,just_buy
4,20,freelance,tier_3,2616000.0,2269000.0,0.8674,347000.0,0.1326,2845000.0,0,1.3,0,0,0,0.0,0.0,0.0,good,58.0,low,929000.0,1447000.0,0.029,6,182000.0,0.3551,Kol-1,just_buy
4,40,not_working,tier_2,1059858.9200933324,909000.0,0.8577,150858.92009333242,0.1423,1745000.0,0,1.9,0,0,0,0.0,0.0,0.0489,good,65.0,medium,3497000.0,235000.0,0.03,1,3602000.0,3.2995,Kol-1,dont_buy
2,19,permanent,tier_2,8760000.0,6174000.0,0.7048,2586000.0,0.2952,19724000.0,1,3.2,0,1,0,29026037.04638765,3.3135,0.0,good,59.0,medium,3667000.0,4513000.0,0.033,6,732000.0,0.4186,Kol-1,just_buy
8,40,permanent,tier_2,5993000.0,5162000.0,0.8613,831000.0,0.1387,7789000.0,0,1.5,0,1,0,21617204.261802748,3.6071,0.0,good,33.0,low,4303000.0,1079000.0,0.022,12,453000.0,0.718,Kol-1,just_buy
5,29,freelance,tier_1,9475000.0,6953000.0,0.7338,2522000.0,0.2662,7388000.0,0,1.1,0,0,1,1692314.6333921468,0.1786,0.4319,problematic,59.0,high,530000.0,1544000.0,0.03,6,104000.0,0.0559,Kol-2,buy_careful
10,27,freelance,tier_3,2532000.0,2029000.0,0.8013,503000.0,0.1987,1587000.0,0,0.8,0,0,0,0.0,0.0,0.3225,good,67.0,high,965000.0,499000.0,0.038,1,1002000.0,0.3811,Kol-1,dont_buy
5,26,freelance,tier_3,2981000.0,2771000.0,0.9296,210000.0,0.0704,2193000.0,0,0.8,0,0,0,0.0,0.0,0.0,never,28.0,low,352000.0,955000.0,0.035,3,130000.0,0.1181,Kol-1,buy_careful
10,37,freelance,tier_2,6600000.0,5472000.0,0.8291,1128000.0,0.1709,4567000.0,0,0.8,0,1,0,18719246.547680397,2.8362,0.0,good,43.0,high,4836000.0,2193000.0,0.039,1,5025000.0,0.7327,Kol-1,dont_buy
6,42,contract,tier_1,12616000.0,8140000.0,0.6452,4476000.0,0.3548,31110000.0,1,3.8,0,1,1,25766519.478410732,2.0424,0.1174,good,28.0,high,511000.0,11789000.0,0.035,3,188000.0,0.0405,Kol-1,buy_careful
1,30,permanent,tier_2,6886000.0,5042000.0,0.7322,1844000.0,0.2678,17257000.0,1,3.4,0,1,0,24847811.678896964,3.6085,0.0,good,51.0,medium,1389000.0,2430000.0,0.027,12,153000.0,0.2017,Kol-1,just_buy
5,32,contract,tier_3,4494000.0,3772000.0,0.8393,722000.0,0.1607,3042000.0,0,0.8,0,0,0,0.0,0.0,0.3094,good,69.0,high,1252000.0,382000.0,0.033,3,459000.0,0.2786,Kol-1,buy_careful
5,21,permanent,tier_2,6318000.0,5001000.0,0.7915,1317000.0,0.2085,8239000.0,0,1.6,0,0,0,0.0,0.0,0.0,never,69.0,high,1811000.0,3482000.0,0.023,6,343000.0,0.2866,Kol-1,buy_careful
5,21,permanent,tier_1,7410000.0,4416000.0,0.596,2994000.0,0.404,34127000.0,1,7.7,0,0,2,2723430.6603340353,0.3675,0.2789,problematic,34.0,low,402000.0,9850000.0,0.033,12,47000.0,0.0543,Kol-2,buy_careful
1,18,permanent,tier_1,11898000.0,8296000.0,0.6973,3602000.0,0.3027,33024000.0,1,4.0,0,0,0,0.0,0.0,0.0,good,35.0,low,938000.0,13714000.0,0.029,6,184000.0,0.0788,Kol-1,just_buy
2,19,contract,tier_2,6918000.0,5930000.0,0.8572,988000.0,0.1428,4153000.0,0,0.7,0,0,0,0.0,0.0,0.2564,problematic,62.0,medium,1249000.0,1878000.0,0.032,3,456000.0,0.1805,Kol-2,buy_careful
6,22,contract,tier_2,7080000.0,4459000.0,0.6298,2621000.0,0.3702,22177000.0,1,5.0,0,0,1,1297517.6606607384,0.1833,0.6838,problematic,59.0,low,1723000.0,11722000.0,0.036,3,636000.0,0.2434,Kol-3,dont_buy
8,43,permanent,tier_2,4942000.0,3886000.0,0.7863,1056000.0,0.2137,2372000.0,0,0.6,0,1,0,18365407.497576475,3.7162,0.0,good,36.0,low,1050000.0,1185000.0,0.034,3,386000.0,0.2125,Kol-2,buy_careful
1,24,freelance,tier_2,7130000.0,4293000.0,0.6021,2837000.0,0.3979,17504000.0,1,4.1,0,0,0,0.0,0.0,0.1555,never,80.0,medium,2520000.0,3357000.0,0.033,3,923000.0,0.3534,Kol-1,just_buy
6,24,contract,tier_2,3804000.0,3169000.0,0.8331,635000.0,0.1669,1816000.0,0,0.6,0,1,1,27706197.83556401,7.2834,0.2367,never,79.0,medium,1365000.0,241000.0,0.024,6,260000.0,0.3588,Kol-1,dont_buy
1,23,permanent,tier_2,8511000.0,6343000.0,0.7453,2168000.0,0.2547,22157000.0,1,3.5,0,1,0,27348785.36122688,3.2133,0.0,good,22.0,low,10876000.0,7602000.0,0.026,1,11159000.0,1.2779,Kol-1,dont_buy
9,36,contract,tier_2,6483000.0,5155000.0,0.7952,1328000.0,0.2048,13170000.0,0,2.6,0,1,4,36689737.0838913,5.6594,0.0,problematic,54.0,low,353000.0,2797000.0,0.022,3,125000.0,0.0545,Kol-4,dont_buy
3,30,contract,tier_3,3094000.0,2486000.0,0.8035,608000.0,0.1965,4209000.0,0,1.7,0,0,2,4517536.270023849,1.4601,0.0,problematic,36.0,low,3468000.0,2125000.0,0.031,12,397000.0,1.1209,Kol-3,dont_buy
7,18,contract,tier_3,2436000.0,2008000.0,0.8243,428000.0,0.1757,1536000.0,0,0.8,0,0,0,0.0,0.0,0.0,never,57.0,high,482000.0,328000.0,0.025,12,52000.0,0.1979,Kol-1,buy_careful
4,24,permanent,tier_2,4310000.0,3546000.0,0.8227,764000.0,0.1773,2507000.0,0,0.7,0,0,2,5355872.169496344,1.2427,0.2166,good,36.0,high,1242000.0,506000.0,0.032,3,454000.0,0.2882,Kol-2,dont_buy
10,23,contract,tier_2,5352000.0,3943000.0,0.7367,1409000.0,0.2633,15847000.0,1,4.0,0,0,0,0.0,0.0,0.1283,good,85.0,medium,1574000.0,3763000.0,0.031,6,311000.0,0.2941,Kol-1,just_buy
10,35,contract,tier_3,3924000.0,3130000.0,0.7977,794000.0,0.2023,1608000.0,0,0.5,0,1,0,24429314.161803797,6.2256,0.1884,good,75.0,high,3726000.0,791000.0,0.034,6,748000.0,0.9495,Kol-1,buy_careful
10,23,contract,tier_3,2048000.0,1847000.0,0.9019,201000.0,0.0981,1658000.0,0,0.9,0,1,2,30991474.647805087,15.1326,0.0,problematic,55.0,low,1015000.0,408000.0,0.026,6,196000.0,0.4956,Kol-3,dont_buy
8,60,freelance,tier_2,6479000.0,5692000.0,0.8785,787000.0,0.1215,1741000.0,0,0.3,0,0,0,0.0,0.0,0.0,never,21.0,high,13165000.0,843000.0,0.02,3,4652000.0,2.0319,Kol-1,buy_careful
6,25,permanent,tier_3,2672000.0,2292000.0,0.8578,380000.0,0.1422,3764000.0,0,1.6,0,1,0,15436407.645355463,5.7771,0.0,good,45.0,high,1359000.0,472000.0,0.028,6,265000.0,0.5086,Kol-1,buy_careful
6,33,contract,tier_1,12496000.0,7546000.0,0.6039,4950000.0,0.3961,49543000.0,1,6.6,0,0,0,0.0,0.0,0.0,good,61.0,low,4976000.0,22164000.0,0.029,3,1803000.0,0.3982,Kol-1,just_buy
7,58,freelance,tier_1,12949000.0,7296000.0,0.5634,5653000.0,0.4366,31845000.0,1,4.4,1,0,2,334763974.1736424,25.8525,0.0,problematic,53.0,medium,1256000.0,11271000.0,0.026,6,242000.0,0.097,Kol-4,dont_buy
8,28,permanent,tier_2,3929000.0,3273000.0,0.833,656000.0,0.167,5783000.0,0,1.8,0,1,1,21411912.30605978,5.4497,0.0,good,48.0,high,14059000.0,797000.0,0.031,3,5122000.0,3.5783,Kol-1,dont_buy
9,21,contract,tier_2,4792000.0,4046000.0,0.8443,746000.0,0.1557,2644000.0,0,0.7,0,0,2,4765648.6690557655,0.9945,0.0,problematic,52.0,high,1213000.0,937000.0,0.035,3,447000.0,0.2531,Kol-3,dont_buy
8,24,not_working,tier_1,523100.0732511979,447000.0,0.8545,76100.07325119787,0.1455,686000.0,0,1.5,0,0,4,12261849.367518801,23.4407,0.0,problematic,82.0,high,619000.0,199000.0,0.031,12,71000.0,1.1833,Kol-4,dont_buy
8,28,permanent,tier_3,2474000.0,2318000.0,0.9369,156000.0,0.0631,1623000.0,0,0.7,0,0,0,0.0,0.0,0.0,never,32.0,medium,1061000.0,723000.0,0.037,3,393000.0,0.4289,Kol-1,dont_buy
3,46,freelance,tier_2,8019000.0,5917000.0,0.7379,2102000.0,0.2621,21685000.0,1,3.7,0,0,1,3613001.40078783,0.4506,0.1713,good,34.0,low,3610000.0,6448000.0,0.037,12,434000.0,0.4502,Kol-1,just_buy
6,28,contract,tier_2,4422000.0,3590000.0,0.8118,832000.0,0.1882,4478000.0,0,1.2,0,0,0,0.0,0.0,0.0,never,48.0,medium,1210000.0,975000.0,0.038,6,248000.0,0.2736,Kol-1,just_buy
10,29,contract,tier_1,6295000.0,5360000.0,0.8515,935000.0,0.1485,9892000.0,0,1.8,0,1,0,17129508.047529474,2.7211,0.0,good,44.0,high,1246000.0,5641000.0,0.021,1,1272000.0,0.1979,Kol-1,dont_buy
8,27,contract,tier_1,9462000.0,6856000.0,0.7246,2606000.0,0.2754,14085000.0,0,2.1,1,1,4,382461004.6038046,40.4207,0.0,problematic,36.0,medium,1445000.0,6411000.0,0.028,12,161000.0,0.1527,Kol-5,dont_buy
4,18,permanent,tier_2,8029000.0,5235000.0,0.652,2794000.0,0.348,32871000.0,1,6.3,0,0,0,0.0,0.0,0.0,good,36.0,medium,1471000.0,16902000.0,0.024,1,1506000.0,0.1832,Kol-1,just_buy
6,26,permanent,tier_1,9776000.0,5696000.0,0.5827,4080000.0,0.4173,40892000.0,1,7.2,1,0,1,225643316.54040048,23.0814,0.0,good,62.0,medium,2664000.0,16861000.0,0.022,3,947000.0,0.2725,Kol-2,buy_careful
7,35,freelance,tier_1,5884000.0,4154000.0,0.706,1730000.0,0.294,18769000.0,1,4.5,0,1,0,26088252.4462241,4.4338,0.1875,never,69.0,low,4285000.0,5806000.0,0.034,1,4431000.0,0.7282,Kol-1,dont_buy
8,18,freelance,tier_1,5071000.0,4429000.0,0.8734,642000.0,0.1266,6252000.0,0,1.4,0,0,0,0.0,0.0,0.0,good,65.0,high,2906000.0,754000.0,0.035,12,344000.0,0.5731,Kol-1,buy_careful
2,27,permanent,tier_2,5322000.0,3972000.0,0.7463,1350000.0,0.2537,9762000.0,0,2.5,0,1,1,28700130.14287826,5.3927,0.0,problematic,71.0,low,835000.0,1880000.0,0.039,12,102000.0,0.1569,Kol-2,buy_careful
6,30,freelance,tier_1,14199000.0,7244000.0,0.5102,6955000.0,0.4898,35690000.0,1,4.9,0,1,0,15214217.468959931,1.0715,0.0,never,34.0,medium,4322000.0,10834000.0,0.033,6,863000.0,0.3044,Kol-1,just_buy
4,44,contract,tier_1,12132000.0,6936000.0,0.5717,5196000.0,0.4283,49668000.0,1,7.2,0,1,0,26472603.487409666,2.182,0.0,never,44.0,medium,1197000.0,24284000.0,0.035,3,441000.0,0.0987,Kol-1,buy_careful
3,30,contract,tier_2,5144000.0,4401000.0,0.8556,743000.0,0.1444,2198000.0,0,0.5,0,0,0,0.0,0.0,0.0,good,30.0,medium,15309000.0,658000.0,0.04,3,5715000.0,2.9761,Kol-1,dont_buy
8,28,contract,tier_2,5513000.0,3918000.0,0.7107,1595000.0,0.2893,12587000.0,1,3.2,0,1,0,15081720.415871833,2.7357,0.0,good,42.0,medium,3350000.0,6189000.0,0.027,3,1207000.0,0.6077,Kol-1,buy_careful
7,33,contract,tier_2,6469000.0,5195000.0,0.8031,1274000.0,0.1969,14874000.0,0,2.9,0,0,0,0.0,0.0,0.0,good,63.0,high,913000.0,3123000.0,0.029,12,103000.0,0.1411,Kol-1,buy_careful
9,25,permanent,tier_3,3763000.0,3165000.0,0.8411,598000.0,0.1589,2463000.0,0,0.8,0,1,0,15323571.066201705,4.0722,0.0,good,76.0,high,4708000.0,369000.0,0.029,12,529000.0,1.2511,Kol-1,buy_careful
10,28,permanent,tier_3,3534000.0,3102000.0,0.8778,432000.0,0.1222,3244000.0,0,1.0,0,1,0,15390450.423046194,4.355,0.0,good,35.0,medium,3686000.0,1238000.0,0.031,1,3800000.0,1.043,Kol-1,dont_buy
6,42,permanent,tier_2,4978000.0,3640000.0,0.7312,1338000.0,0.2688,8593000.0,0,2.4,0,1,2,25287252.67244364,5.0798,0.0,problematic,48.0,low,4846000.0,3065000.0,0.035,1,5016000.0,0.9735,Kol-5,dont_buy
10,29,permanent,tier_1,6691000.0,5510000.0,0.8235,1181000.0,0.1765,5898000.0,0,1.1,0,1,1,18769345.65143421,2.8052,0.0,good,35.0,low,15587000.0,2641000.0,0.034,3,5726000.0,2.3295,Kol-1,dont_buy
4,18,contract,tier_2,3156000.0,2345000.0,0.743,811000.0,0.257,5644000.0,0,2.4,0,1,0,25962382.84829118,8.2264,0.2332,good,31.0,medium,10492000.0,1090000.0,0.028,3,3791000.0,3.3245,Kol-1,dont_buy
3,19,freelance,tier_1,13831000.0,9476000.0,0.6851,4355000.0,0.3149,36778000.0,1,3.9,0,0,0,0.0,0.0,0.0,never,29.0,medium,11034000.0,18701000.0,0.024,3,3943000.0,0.7978,Kol-1,buy_careful
5,30,contract,tier_3,3914000.0,3171000.0,0.8102,743000.0,0.1898,1828000.0,0,0.6,0,0,0,0.0,0.0,0.1222,good,73.0,low,2220000.0,917000.0,0.023,6,421000.0,0.5672,Kol-1,just_buy
9,32,permanent,tier_2,4387000.0,3491000.0,0.7958,896000.0,0.2042,7287000.0,0,2.1,0,0,1,3627826.217091588,0.8269,0.0,problematic,47.0,low,2873000.0,1505000.0,0.033,3,1052000.0,0.6549,Kol-3,dont_buy
5,25,contract,tier_2,6028000.0,4494000.0,0.7455,1534000.0,0.2545,13285000.0,0,3.0,0,1,1,29784796.436734073,4.9411,0.0,good,60.0,low,737000.0,5833000.0,0.02,6,138000.0,0.1223,Kol-1,just_buy
4,24,contract,tier_1,9382000.0,5346000.0,0.5698,4036000.0,0.4302,20821000.0,1,3.9,0,1,0,16613519.577435233,1.7708,0.0,good,42.0,medium,414000.0,7629000.0,0.022,6,78000.0,0.0441,Kol-1,buy_careful
4,31,permanent,tier_3,2639000.0,2285000.0,0.8659,354000.0,0.1341,4142000.0,0,1.8,0,1,0,16128954.522245428,6.1118,0.0,good,55.0,low,8212000.0,1776000.0,0.03,6,1615000.0,3.1118,Kol-1,dont_buy
5,35,contract,tier_1,12097000.0,7039000.0,0.5819,5058000.0,0.4181,59997000.0,1,8.5,0,1,0,23511212.447865497,1.9436,0.0,never,42.0,high,3029000.0,34636000.0,0.032,1,3126000.0,0.2504,Kol-1,buy_careful
3,29,not_working,tier_3,995112.0045694292,861000.0,0.8652,134112.0045694292,0.1348,1146000.0,0,1.3,0,0,0,0.0,0.0,0.0,never,76.0,medium,419000.0,131000.0,0.031,12,48000.0,0.4211,Kol-1,just_buy
1,31,freelance,tier_2,5820000.0,4299000.0,0.7387,1521000.0,0.2613,16782000.0,1,3.9,0,1,0,22438137.224293604,3.8554,0.5044,good,73.0,low,1234000.0,4397000.0,0.03,3,448000.0,0.212,Kol-1,just_buy
4,30,permanent,tier_2,6077000.0,5047000.0,0.8305,1030000.0,0.1695,12084000.0,0,2.4,0,0,0,0.0,0.0,0.0,good,67.0,medium,438000.0,7193000.0,0.038,1,455000.0,0.0721,Kol-1,just_buy
10,23,permanent,tier_1,10980000.0,7971000.0,0.726,3009000.0,0.274,10519000.0,0,1.3,0,1,1,32493195.95660836,2.9593,0.2375,good,46.0,high,2544000.0,3883000.0,0.025,3,912000.0,0.2317,Kol-2,buy_careful
5,22,freelance,tier_2,6689000.0,5464000.0,0.8169,1225000.0,0.1831,11940000.0,0,2.2,0,1,0,23817821.520992897,3.5607,0.309,never,45.0,medium,3338000.0,2767000.0,0.024,3,1193000.0,0.499,Kol-1,buy_careful
10,32,permanent,tier_2,3948000.0,3214000.0,0.8141,734000.0,0.1859,2752000.0,0,0.9,0,1,0,18421860.379010048,4.6661,0.0,good,41.0,low,7124000.0,1241000.0,0.026,1,7309000.0,1.8045,Kol-2,dont_buy
5,35,not_working,tier_1,519646.5726881313,470000.0,0.9045,49646.5726881313,0.0955,475000.0,0,1.0,0,0,0,0.0,0.0,0.0,good,52.0,low,1176000.0,110000.0,0.037,3,436000.0,2.2631,Kol-1,dont_buy
5,18,freelance,tier_2,4744000.0,3966000.0,0.836,778000.0,0.164,3808000.0,0,1.0,0,1,0,27711421.21621435,5.8414,0.3237,good,48.0,high,2313000.0,701000.0,0.031,6,457000.0,0.4876,Kol-1,buy_careful
7,43,contract,tier_1,5895000.0,4626000.0,0.7847,1269000.0,0.2153,9082000.0,0,2.0,0,0,0,0.0,0.0,0.0,good,42.0,medium,4787000.0,3860000.0,0.022,1,4892000.0,0.812,Kol-2,dont_buy
9,22,permanent,tier_1,14526000.0,9686000.0,0.6668,4840000.0,0.3332,24908000.0,0,2.6,0,1,3,39949672.34321655,2.7502,0.0,problematic,40.0,high,690000.0,10076000.0,0.028,1,709000.0,0.0475,Kol-4,dont_buy
3,37,not_working,tier_2,1045913.2408955481,872000.0,0.8337,173913.24089554814,0.1663,1049000.0,0,1.2,0,0,0,0.0,0.0,0.3988,never,76.0,medium,578000.0,389000.0,0.023,3,206000.0,0.5526,Kol-1,buy_careful
9,29,contract,tier_2,5131000.0,4453000.0,0.8679,678000.0,0.1321,2870000.0,0,0.6,0,0,0,0.0,0.0,0.0,good,44.0,medium,4374000.0,1485000.0,0.037,6,891000.0,0.8525,Kol-1,dont_buy
10,36,contract,tier_1,12427000.0,8892000.0,0.7155,3535000.0,0.2845,37626000.0,1,4.2,0,0,1,2850760.984832504,0.2294,0.0,problematic,26.0,high,10789000.0,15788000.0,0.023,6,2046000.0,0.8682,Kol-2,buy_careful
2,35,permanent,tier_2,6108000.0,4370000.0,0.7155,1738000.0,0.2845,17291000.0,1,4.0,0,1,0,27910547.593644045,4.5695,0.0989,good,45.0,low,2004000.0,4656000.0,0.021,6,376000.0,0.3281,Kol-1,just_buy
6,49,freelance,tier_3,3193000.0,2449000.0,0.767,744000.0,0.233,8662000.0,1,3.5,0,0,0,0.0,0.0,0.0,never,58.0,medium,3663000.0,2995000.0,0.021,1,3740000.0,1.1472,Kol-1,dont_buy
6,29,permanent,tier_1,14190000.0,10509000.0,0.7406,3681000.0,0.2594,34178000.0,1,3.3,0,0,0,0.0,0.0,0.0,never,55.0,high,684000.0,15867000.0,0.033,3,251000.0,0.0482,Kol-1,dont_buy
2,21,permanent,tier_3,3578000.0,2737000.0,0.765,841000.0,0.235,5562000.0,0,2.0,0,1,0,21497378.67935291,6.0082,0.438,good,47.0,medium,4289000.0,1538000.0,0.021,3,1520000.0,1.1987,Kol-1,dont_buy
6,24,contract,tier_2,4653000.0,3916000.0,0.8416,737000.0,0.1584,6863000.0,0,1.8,0,1,0,22738424.2649721,4.8868,0.0,never,57.0,high,12605000.0,1836000.0,0.03,3,4580000.0,2.709,Kol-1,dont_buy
1,21,not_working,tier_1,1184840.8703715443,1081000.0,0.9124,103840.87037154427,0.0876,274000.0,0,0.3,0,0,0,0.0,0.0,0.4262,good,70.0,low,2093000.0,65000.0,0.023,1,2141000.0,1.7665,Kol-1,dont_buy
3,18,contract,tier_1,10830000.0,8012000.0,0.7398,2818000.0,0.2602,24200000.0,1,3.0,0,1,0,18324150.047521822,1.692,0.0,never,43.0,high,5681000.0,3168000.0,0.022,1,5806000.0,0.5246,Kol-1,dont_buy
1,29,freelance,tier_2,10032000.0,5359000.0,0.5342,4673000.0,0.4658,56054000.0,1,10.5,0,0,1,1472313.618666258,0.1468,0.0,good,48.0,medium,3609000.0,32352000.0,0.036,1,3739000.0,0.3597,Kol-2,dont_buy
9,26,not_working,tier_3,1110748.5968064321,933000.0,0.84,177748.59680643212,0.16,1701000.0,0,1.8,0,0,0,0.0,0.0,0.0,good,58.0,medium,4530000.0,398000.0,0.021,3,1605000.0,4.0783,Kol-1,dont_buy
3,45,permanent,tier_1,13394000.0,6839000.0,0.5106,6555000.0,0.4894,27104000.0,1,4.0,1,0,0,307012663.6543765,22.9217,0.17,good,44.0,medium,2110000.0,3048000.0,0.033,12,245000.0,0.1575,Kol-1,just_buy
8,25,permanent,tier_2,3917000.0,3107000.0,0.7932,810000.0,0.2068,2328000.0,0,0.7,0,1,0,19205127.590733416,4.903,0.0,good,65.0,medium,2391000.0,1356000.0,0.024,3,854000.0,0.6104,Kol-1,buy_careful
6,18,contract,tier_2,4190000.0,3115000.0,0.7434,1075000.0,0.2566,9167000.0,0,2.9,0,0,1,2819235.671604259,0.6728,0.0,good,53.0,medium,7898000.0,5270000.0,0.038,6,1616000.0,1.885,Kol-2,dont_buy
9,22,permanent,tier_1,10016000.0,7326000.0,0.7314,2690000.0,0.2686,29777000.0,1,4.1,0,0,0,0.0,0.0,0.0,problematic,55.0,medium,760000.0,15520000.0,0.034,1,786000.0,0.0759,Kol-2,buy_careful
4,28,contract,tier_1,10993000.0,7197000.0,0.6547,3796000.0,0.3453,25603000.0,1,3.6,0,1,0,17566115.93977756,1.5979,0.1127,good,40.0,low,717000.0,2780000.0,0.035,6,145000.0,0.0652,Kol-1,just_buy
7,39,permanent,tier_2,7777000.0,5497000.0,0.7068,2280000.0,0.2932,8337000.0,0,1.5,1,1,0,288990219.3734498,37.1596,0.0444,never,47.0,low,11297000.0,2475000.0,0.027,3,4071000.0,1.4526,Kol-1,dont_buy
8,19,contract,tier_3,4020000.0,3433000.0,0.854,587000.0,0.146,2199000.0,0,0.6,0,0,0,0.0,0.0,0.0,good,42.0,low,4054000.0,1319000.0,0.037,3,1501000.0,1.0085,Kol-1,buy_careful
7,33,permanent,tier_1,12505000.0,6483000.0,0.5184,6022000.0,0.4816,68932000.0,1,10.6,0,0,0,0.0,0.0,0.3421,good,51.0,high,12740000.0,13469000.0,0.021,1,13008000.0,1.0188,Kol-1,dont_buy
3,22,not_working,tier_3,983244.2659149003,867000.0,0.8818,116244.26591490034,0.1182,1207000.0,0,1.4,0,0,0,0.0,0.0,0.0,good,59.0,medium,1060000.0,716000.0,0.038,12,129000.0,1.0781,Kol-1,buy_careful
10,22,permanent,tier_2,5865000.0,4820000.0,0.8218,1045000.0,0.1782,2097000.0,0,0.4,0,1,1,22446356.69815404,3.8272,0.2917,problematic,45.0,medium,426000.0,1176000.0,0.028,3,154000.0,0.0726,Kol-4,dont_buy
3,28,permanent,tier_2,8376000.0,4573000.0,0.546,3803000.0,0.454,34746000.0,1,7.6,0,0,1,2905179.940189932,0.3468,0.0,problematic,48.0,low,2905000.0,15531000.0,0.038,12,352000.0,0.3468,Kol-3,dont_buy
1,33,contract,tier_2,6758000.0,5494000.0,0.813,1264000.0,0.187,3245000.0,0,0.6,0,0,1,3409802.9812676837,0.5046,0.0919,problematic,72.0,medium,1192000.0,1496000.0,0.026,1,1223000.0,0.1764,Kol-3,dont_buy
6,33,contract,tier_3,2412000.0,2038000.0,0.8449,374000.0,0.1551,3174000.0,0,1.6,0,0,0,0.0,0.0,0.0,good,36.0,high,311000.0,824000.0,0.033,3,114000.0,0.1289,Kol-1,buy_careful
2,41,contract,tier_1,6386000.0,5269000.0,0.8251,1117000.0,0.1749,13012000.0,0,2.5,0,1,0,20907158.204179138,3.2739,0.3848,never,51.0,medium,1102000.0,1874000.0,0.039,3,410000.0,0.1726,Kol-1,just_buy
10,30,freelance,tier_1,8003000.0,4567000.0,0.5707,3436000.0,0.4293,24406000.0,1,5.3,0,0,0,0.0,0.0,0.0,never,66.0,high,4488000.0,14301000.0,0.039,6,923000.0,0.5608,Kol-1,buy_careful
3,28,permanent,tier_3,4264000.0,3195000.0,0.7493,1069000.0,0.2507,8984000.0,0,2.8,0,0,0,0.0,0.0,0.3646,good,43.0,low,3657000.0,2639000.0,0.031,6,723000.0,0.8576,Kol-1,just_buy
10,35,permanent,tier_1,9667000.0,6288000.0,0.6505,3379000.0,0.3495,39645000.0,1,6.3,0,0,0,0.0,0.0,0.0,never,51.0,high,344000.0,7394000.0,0.026,12,38000.0,0.0356,Kol-1,buy_careful
3,33,permanent,tier_3,2550000.0,2087000.0,0.8184,463000.0,0.1816,2062000.0,0,1.0,0,1,0,25947569.87859506,10.1755,0.0,good,28.0,high,10716000.0,233000.0,0.026,3,3851000.0,4.2024,Kol-1,dont_buy
3,28,contract,tier_1,7646000.0,3889000.0,0.5086,3757000.0,0.4914,14787000.0,1,3.8,0,1,0,25511943.33950418,3.3366,0.0,good,84.0,low,4152000.0,4598000.0,0.022,1,4243000.0,0.543,Kol-1,dont_buy
4,34,permanent,tier_1,5621000.0,3949000.0,0.7025,1672000.0,0.2975,11504000.0,0,2.9,0,0,1,2193988.586963517,0.3903,0.0,never,73.0,high,553000.0,1251000.0,0.023,3,197000.0,0.0984,Kol-1,buy_careful
2,25,freelance,tier_1,14580000.0,10754000.0,0.7376,3826000.0,0.2624,9738000.0,0,0.9,0,0,0,0.0,0.0,0.0,good,63.0,medium,4345000.0,3812000.0,0.038,3,1613000.0,0.298,Kol-1,just_buy
6,35,contract,tier_3,4190000.0,3166000.0,0.7556,1024000.0,0.2444,7695000.0,0,2.4,0,1,0,25670408.861634895,6.1266,0.0,good,65.0,low,2596000.0,4000000.0,0.033,3,951000.0,0.6196,Kol-1,buy_careful
2,38,permanent,tier_2,5639000.0,4693000.0,0.8322,946000.0,0.1678,3378000.0,0,0.7,0,1,0,24486180.165928468,4.3423,0.0,good,44.0,low,4687000.0,1217000.0,0.026,1,4809000.0,0.8312,Kol-1,dont_buy
5,21,permanent,tier_3,3843000.0,3112000.0,0.8098,731000.0,0.1902,8011000.0,0,2.6,0,1,3,37496794.41719477,9.7572,0.2076,problematic,51.0,medium,8972000.0,1394000.0,0.038,3,3332000.0,2.3346,Kol-3,dont_buy
3,27,permanent,tier_2,8282000.0,5727000.0,0.6915,2555000.0,0.3085,8129000.0,0,1.4,0,1,1,27188601.728862856,3.2829,0.0,problematic,60.0,high,1692000.0,3034000.0,0.025,12,183000.0,0.2043,Kol-4,dont_buy
7,21,permanent,tier_2,4443000.0,3678000.0,0.8278,765000.0,0.1722,4618000.0,0,1.3,0,0,2,4178484.26726057,0.9405,0.3651,problematic,59.0,medium,2859000.0,490000.0,0.026,1,2933000.0,0.6435,Kol-4,dont_buy
5,33,permanent,tier_1,7921000.0,5428000.0,0.6853,2493000.0,0.3147,14110000.0,0,2.6,0,0,0,0.0,0.0,0.0,never,38.0,low,4083000.0,1550000.0,0.034,12,479000.0,0.5155,Kol-1,just_buy
